caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case197,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-18 23:58:02,314,0,2011-03-18 23:58:02
Case263,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-19 00:10:25,314,0,2011-03-19 00:10:25
Case303,Amend Purchase Requisition,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-03-19 01:58:32,314,0,2011-03-19 01:58:32
Case283,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-19 03:25:09,314,0,2011-03-19 03:25:09
Case304,Amend Purchase Requisition,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-03-19 03:25:39,314,0,2011-03-19 03:25:39
Case126,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-19 04:02:15,314,0,2011-03-19 04:02:15
Case95,Amend Purchase Requisition,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-03-19 05:22:04,314,0,2011-03-19 05:22:04
Case43,Analyze Quotation Comparison Map,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-03-19 05:42:04,314,0,2011-03-19 05:42:04
Case10,Amend Request for Quotation,res_9483c16d-0a26-463b-9fe6-6d5022a72dae,Role 1,2011-03-19 09:19:00,314,0,2011-03-19 09:19:00
Case199,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-19 17:39:02,314,0,2011-03-19 17:39:02
Case264,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-20 02:57:44,314,0,2011-03-20 02:57:44
Case265,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-20 03:29:06,314,0,2011-03-20 03:29:06
Case2,Choose best option,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-03-20 06:39:22,314,0,2011-03-20 06:39:22
Case272,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-20 07:34:37,314,0,2011-03-20 07:34:37
Case269,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-20 07:50:35,314,0,2011-03-20 07:50:35
Case252,Amend Purchase Requisition,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-03-20 10:03:39,314,0,2011-03-20 10:03:39
Case253,Amend Purchase Requisition,res_b5d98185-d726-4acc-a9d9-b9cc0add4870,Role 1,2011-03-20 11:05:17,314,0,2011-03-20 11:05:17
Case258,Amend Purchase Requisition,res_bea74522-2d6d-47d4-8b90-ddb5247b8c2c,Role 1,2011-03-20 12:43:44,314,0,2011-03-20 12:43:44
Case241,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-20 13:36:41,314,0,2011-03-20 13:36:41
Case256,Amend Purchase Requisition,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-03-20 13:37:28,314,0,2011-03-20 13:37:28
Case276,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-20 14:31:33,314,0,2011-03-20 14:31:33
Case277,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-20 15:55:23,314,0,2011-03-20 15:55:23
Case277,Amend Request for Quotation,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-03-20 15:55:29,314,0,2011-03-20 15:55:29
Case93,Amend Request for Quotation,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-03-20 16:11:57,314,0,2011-03-20 16:11:57
Case30,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-20 21:13:09,314,0,2011-03-20 21:13:09
Case282,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-20 23:03:46,314,0,2011-03-20 23:03:46
Case282,Amend Request for Quotation,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-03-20 23:03:52,314,0,2011-03-20 23:03:52
Case301,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-21 11:27:41,314,0,2011-03-21 11:27:41
Case62,Analyze Quotation Comparison Map,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-03-21 13:45:14,314,0,2011-03-21 13:45:14
Case267,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-21 17:13:43,314,0,2011-03-21 17:13:43
Case104,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-21 21:16:28,314,0,2011-03-21 21:16:28
Case158,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-21 23:48:29,314,0,2011-03-21 23:48:29
Case268,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-22 05:04:47,314,0,2011-03-22 05:04:47
Case271,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-22 06:39:10,314,0,2011-03-22 06:39:10
Case254,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-22 08:15:51,314,0,2011-03-22 08:15:51
Case255,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-22 09:26:11,314,0,2011-03-22 09:26:11
Case51,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-22 12:56:06,314,0,2011-03-22 12:56:06
Case64,Analyze Quotation Comparison Map,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-03-22 16:07:15,314,0,2011-03-22 16:07:15
Case73,Amend Request for Quotation,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-03-22 23:19:38,314,0,2011-03-22 23:19:38
Case9,Create Quotation comparison Map,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-23 00:34:07,314,0,2011-03-23 00:34:07
Case122,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-23 02:48:37,314,0,2011-03-23 02:48:37
Case6,Create Purchase Order,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-23 02:52:11,314,0,2011-03-23 02:52:11
Case192,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-23 03:02:58,314,0,2011-03-23 03:02:58
Case271,Amend Request for Quotation,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-03-23 03:23:23,314,0,2011-03-23 03:23:23
Case25,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-23 06:53:25,314,0,2011-03-23 06:53:25
Case138,Create Request for Quotation,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-23 11:21:08,314,0,2011-03-23 11:21:08
Case137,Create Quotation comparison Map,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-23 13:54:24,314,0,2011-03-23 13:54:24
Case113,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-23 15:33:34,314,0,2011-03-23 15:33:34
Case16,Create Quotation comparison Map,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-23 17:42:47,314,0,2011-03-23 17:42:47
Case149,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-23 23:35:34,314,0,2011-03-23 23:35:34
Case3,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-24 00:59:17,314,0,2011-03-24 00:59:17
Case159,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-24 01:10:23,314,0,2011-03-24 01:10:23
Case105,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-24 02:32:57,314,0,2011-03-24 02:32:57
Case160,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-24 03:17:54,314,0,2011-03-24 03:17:54
Case130,Amend Request for Quotation,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-03-24 04:26:55,314,0,2011-03-24 04:26:55
Case98,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-24 04:56:39,314,0,2011-03-24 04:56:39
Case134,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-24 05:38:45,314,0,2011-03-24 05:38:45
Case99,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-24 07:14:02,314,0,2011-03-24 07:14:02
Case157,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-24 08:39:30,314,0,2011-03-24 08:39:30
Case92,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-24 11:12:41,314,0,2011-03-24 11:12:41
Case131,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-24 13:24:36,314,0,2011-03-24 13:24:36
Case88,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-24 16:21:41,314,0,2011-03-24 16:21:41
Case53,Amend Purchase Requisition,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-03-24 18:06:22,314,0,2011-03-24 18:06:22
Case63,Analyze Quotation Comparison Map,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-03-24 18:39:57,314,0,2011-03-24 18:39:57
Case31,Amend Request for Quotation,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-03-24 23:14:17,314,0,2011-03-24 23:14:17
Case239,Amend Purchase Requisition,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-03-25 00:14:55,314,0,2011-03-25 00:14:55
Case240,Amend Purchase Requisition,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-03-25 02:27:11,314,0,2011-03-25 02:27:11
Case97,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-25 03:01:32,314,0,2011-03-25 03:01:32
Case164,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-25 05:52:15,314,0,2011-03-25 05:52:15
Case121,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-25 07:29:28,314,0,2011-03-25 07:29:28
Case141,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-25 10:47:04,314,0,2011-03-25 10:47:04
Case129,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-25 10:51:44,314,0,2011-03-25 10:51:44
Case267,Amend Request for Quotation,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 1,2011-03-25 10:54:25,314,0,2011-03-25 10:54:25
Case1,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-25 14:29:12,314,0,2011-03-25 14:29:12
Case109,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-25 17:15:09,314,0,2011-03-25 17:15:09
Case157,Amend Request for Quotation,res_b2ed1e85-3a75-488d-b59a-ca664b3f3d43,Role 1,2011-03-25 17:48:41,314,0,2011-03-25 17:48:41
Case154,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-25 20:59:32,314,0,2011-03-25 20:59:32
Case127,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-25 22:08:24,314,0,2011-03-25 22:08:24
Case18,Analyze Request for Quotation,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-25 23:07:06,314,0,2011-03-25 23:07:06
Case68,Create Request for Quotation,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-26 01:07:19,314,0,2011-03-26 01:07:19
Case155,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-26 01:33:37,314,0,2011-03-26 01:33:37
Case139,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-26 01:48:16,314,0,2011-03-26 01:48:16
Case5,Create Purchase Order,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-26 02:43:44,314,0,2011-03-26 02:43:44
Case69,Amend Request for Quotation,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-03-26 04:53:27,314,0,2011-03-26 04:53:27
Case96,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-26 07:54:45,314,0,2011-03-26 07:54:45
Case19,Choose best option,res_f06e640c-730a-4ce3-8d0d-596ad88ca7ac,Role 1,2011-03-26 08:01:25,314,0,2011-03-26 08:01:25
Case90,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-26 08:02:01,314,0,2011-03-26 08:02:01
Case162,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-26 09:16:49,314,0,2011-03-26 09:16:49
Case250,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-26 15:53:01,314,0,2011-03-26 15:53:01
Case152,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-26 18:23:21,314,0,2011-03-26 18:23:21
Case117,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-26 22:03:55,314,0,2011-03-26 22:03:55
Case148,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-26 22:59:43,314,0,2011-03-26 22:59:43
Case7,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-26 23:27:33,314,0,2011-03-26 23:27:33
Case144,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-27 03:03:59,314,0,2011-03-27 03:03:59
Case118,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-27 03:10:34,314,0,2011-03-27 03:10:34
Case145,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-27 07:27:24,314,0,2011-03-27 07:27:24
Case87,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-27 08:15:37,314,0,2011-03-27 08:15:37
Case22,Amend Purchase Requisition,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-03-27 09:39:19,314,0,2011-03-27 09:39:19
Case163,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-27 09:47:18,314,0,2011-03-27 09:47:18
Case120,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-27 10:39:21,314,0,2011-03-27 10:39:21
Case7,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-27 12:35:10,314,0,2011-03-27 12:35:10
Case7,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-27 12:35:16,314,0,2011-03-27 12:35:16
Case7,Analyze Quotation Comparison Map,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-03-27 12:35:22,314,0,2011-03-27 12:35:22
Case7,Choose best option,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-03-27 12:35:28,314,0,2011-03-27 12:35:28
Case7,Settle Conditions With Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-27 12:35:34,314,0,2011-03-27 12:35:34
Case7,Create Purchase Order,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-27 12:35:40,314,0,2011-03-27 12:35:40
Case7,Confirm Purchase Order,res_a58b7cc8-d554-450e-b7a3-1f5c4e77bb6c,Role 2,2011-03-27 12:35:46,314,0,2011-03-27 12:35:46
Case7,Deliver Goods Services,res_20d7d237-5080-4c4f-afe2-22b21bb76b85,Role 2,2011-03-27 12:35:52,314,0,2011-03-27 12:35:52
Case7,Release Purchase Order,res_d8b79af1-bd07-46e9-9da4-51c767de3e23,Role 1,2011-03-27 12:35:58,314,0,2011-03-27 12:35:58
Case7,Approve Purchase Order for payment,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-27 12:36:04,314,0,2011-03-27 12:36:04
Case7,Send Invoice,res_20d7d237-5080-4c4f-afe2-22b21bb76b85,Role 2,2011-03-27 12:36:10,314,0,2011-03-27 12:36:10
Case7,Release Supplier's Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-03-27 12:36:16,314,0,2011-03-27 12:36:16
Case7,Settle Dispute With Supplier,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-03-27 12:36:22,314,0,2011-03-27 12:36:22
Case7,Authorize Supplier's Invoice payment,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-03-27 12:36:28,314,0,2011-03-27 12:36:28
Case7,Pay Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-03-27 12:36:34,314,0,2011-03-27 12:36:34
Case193,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-27 13:33:08,313,0,2011-03-27 13:33:08
Case195,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-27 15:26:00,313,0,2011-03-27 15:26:00
Case60,Amend Purchase Requisition,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-03-27 17:44:12,313,0,2011-03-27 17:44:12
Case196,Analyze Purchase Requisition,res_55d89e72-96f9-4ffa-874b-64ecac5c3223,Role 3,2011-03-27 18:59:25,313,0,2011-03-27 18:59:25
Case125,Create Request for Quotation,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-27 19:31:46,313,0,2011-03-27 19:31:46
Case57,Amend Purchase Requisition,res_4cd4c1eb-b0a5-4584-9ff2-06de86bb4aa2,Role 1,2011-03-27 21:47:47,313,0,2011-03-27 21:47:47
Case128,Create Quotation comparison Map,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-27 22:30:45,313,0,2011-03-27 22:30:45
Case159,Amend Request for Quotation,res_46d4e6c1-f2ca-4e74-8c5f-6c9eb61288b4,Role 1,2011-03-27 23:06:35,313,0,2011-03-27 23:06:35
Case160,Amend Request for Quotation,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-03-28 00:31:04,313,0,2011-03-28 00:31:04
Case133,Create Request for Quotation,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-28 01:45:03,313,0,2011-03-28 01:45:03
Case34,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-28 02:58:01,313,0,2011-03-28 02:58:01
Case66,Amend Request for Quotation,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-03-28 04:49:00,313,0,2011-03-28 04:49:00
Case45,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 04:50:07,313,0,2011-03-28 04:50:07
Case140,Analyze Request for Quotation,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-28 07:44:14,313,0,2011-03-28 07:44:14
Case147,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 09:57:10,313,0,2011-03-28 09:57:10
Case112,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-28 10:32:25,313,0,2011-03-28 10:32:25
Case136,Send Request for Quotation to Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-28 11:41:31,313,0,2011-03-28 11:41:31
Case276,Send Request for Quotation to Supplier,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-28 11:48:11,313,0,2011-03-28 11:48:11
Case8,Analyze Quotation Comparison Map,res_0f9ce967-7c9c-4b6b-8fdd-f787ce3949b9,Role 1,2011-03-28 13:42:51,313,0,2011-03-28 13:42:51
Case123,Create Quotation comparison Map,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-28 15:02:33,313,0,2011-03-28 15:02:33
Case154,Amend Request for Quotation,res_9483c16d-0a26-463b-9fe6-6d5022a72dae,Role 1,2011-03-28 15:31:59,313,0,2011-03-28 15:31:59
Case107,Analyze Purchase Requisition,res_f5c64715-2154-458a-8581-bdf277fc207d,Role 3,2011-03-28 15:32:24,313,0,2011-03-28 15:32:24
Case277,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 15:34:44,313,0,2011-03-28 15:34:44
Case277,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 15:34:50,313,0,2011-03-28 15:34:50
Case277,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 15:34:56,313,0,2011-03-28 15:34:56
Case277,Analyze Quotation Comparison Map,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-03-28 15:35:02,313,0,2011-03-28 15:35:02
Case277,Choose best option,res_9483c16d-0a26-463b-9fe6-6d5022a72dae,Role 1,2011-03-28 15:35:08,313,0,2011-03-28 15:35:08
Case277,Settle Conditions With Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 15:35:14,313,0,2011-03-28 15:35:14
Case277,Create Purchase Order,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-28 15:35:20,313,0,2011-03-28 15:35:20
Case277,Confirm Purchase Order,res_b45076f8-02a2-4d16-8e95-d656ce583bff,Role 2,2011-03-28 15:35:26,313,0,2011-03-28 15:35:26
Case277,Deliver Goods Services,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-03-28 15:35:32,313,0,2011-03-28 15:35:32
Case277,Release Purchase Order,res_bc7bf83c-d425-4601-8690-73fb211c1c1a,Role 1,2011-03-28 15:35:38,313,0,2011-03-28 15:35:38
Case277,Approve Purchase Order for payment,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 15:35:44,313,0,2011-03-28 15:35:44
Case277,Send Invoice,res_497435ea-ca17-42e9-910a-b27c33e17bbe,Role 2,2011-03-28 15:35:50,313,0,2011-03-28 15:35:50
Case277,Release Supplier's Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-03-28 15:35:56,313,0,2011-03-28 15:35:56
Case277,Authorize Supplier's Invoice payment,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-03-28 15:36:02,313,0,2011-03-28 15:36:02
Case277,Pay Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-03-28 15:36:08,313,0,2011-03-28 15:36:08
Case116,Create Quotation comparison Map,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 17:44:56,312,0,2011-03-28 17:44:56
Case282,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 20:09:17,312,0,2011-03-28 20:09:17
Case282,Amend Request for Quotation,res_4e813d80-de3b-4621-b884-8d43b418da5a,Role 1,2011-03-28 20:09:23,312,0,2011-03-28 20:09:23
Case282,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 20:09:29,312,0,2011-03-28 20:09:29
Case282,Send Request for Quotation to Supplier,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 20:09:35,312,0,2011-03-28 20:09:35
Case282,Create Quotation comparison Map,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-28 20:09:41,312,0,2011-03-28 20:09:41
Case282,Analyze Quotation Comparison Map,res_4f4562b0-adf8-468b-bbaf-c32b774432c6,Role 1,2011-03-28 20:09:47,312,0,2011-03-28 20:09:47
Case282,Choose best option,res_9d0eba89-d86b-4e1d-b384-4e2cf7435b72,Role 1,2011-03-28 20:09:53,312,0,2011-03-28 20:09:53
Case282,Settle Conditions With Supplier,res_1c76e96e-5d1d-4e49-bd2f-d1e8e41d457e,Role 4,2011-03-28 20:09:59,312,0,2011-03-28 20:09:59
Case282,Create Purchase Order,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 20:10:05,312,0,2011-03-28 20:10:05
Case282,Confirm Purchase Order,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-03-28 20:10:11,312,0,2011-03-28 20:10:11
Case282,Deliver Goods Services,res_20d7d237-5080-4c4f-afe2-22b21bb76b85,Role 2,2011-03-28 20:10:17,312,0,2011-03-28 20:10:17
Case282,Release Purchase Order,res_cc2fe2cf-46c4-4859-b7de-4bf8f7e609e7,Role 1,2011-03-28 20:10:23,312,0,2011-03-28 20:10:23
Case282,Approve Purchase Order for payment,res_be3b6d9d-7b4f-4fe4-bb0e-98714301b25b,Role 4,2011-03-28 20:10:29,312,0,2011-03-28 20:10:29
Case282,Send Invoice,res_e8bd8733-74c7-43bb-a8b6-2c403353bb69,Role 2,2011-03-28 20:10:35,312,0,2011-03-28 20:10:35
Case282,Release Supplier's Invoice,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-03-28 20:10:41,312,0,2011-03-28 20:10:41
Case282,Authorize Supplier's Invoice payment,res_5f7da1c6-bb0d-41c2-8455-a8eb129bc760,Role 5,2011-03-28 20:10:47,312,0,2011-03-28 20:10:47
Case282,Pay Invoice,res_0a19fa62-7ec7-44d9-93e3-e799a084ceee,Role 5,2011-03-28 20:10:53,312,0,2011-03-28 20:10:53
Case119,Analyze Request for Quotation,res_96728506-a297-40b0-9d7a-57203eec2968,Role 4,2011-03-28 21:45:50,311,0,2011-03-28 21:45:50
Case243,Analyze Purchase Requisition,res_e87c5dfd-dc77-450b-8c9f-bbeff95740ec,Role 3,2011-03-28 22:19:45,311,0,2011-03-28 22:19:45
