caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case38,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-05 07:06:38,26,0,2012-01-05 07:06:38
Case14,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 07:11:56,26,0,2012-01-05 07:11:56
Case11,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-05 07:24:54,25,0,2012-01-05 07:24:54
Case7,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-05 08:03:16,25,0,2012-01-05 08:03:16
Case33,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-05 09:46:28,25,0,2012-01-05 09:46:28
Case40,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 09:49:37,25,0,2012-01-05 09:49:37
Case21,Grinding Rework,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-05 09:53:49,25,0,2012-01-05 09:53:49
Case41,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-05 11:24:27,25,0,2012-01-05 11:24:27
Case23,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 11:34:07,25,0,2012-01-05 11:34:07
Case42,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 11:49:21,25,0,2012-01-05 11:49:21
Case24,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-05 12:09:24,25,0,2012-01-05 12:09:24
Case25,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 13:03:00,25,0,2012-01-05 13:03:00
Case34,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-05 13:08:00,25,0,2012-01-05 13:08:00
Case44,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-05 14:10:50,25,0,2012-01-05 14:10:50
Case16,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 14:50:04,25,0,2012-01-05 14:50:04
Case26,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-05 16:12:50,25,0,2012-01-05 16:12:50
Case8,Turning & Milling,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-05 16:43:36,25,0,2012-01-05 16:43:36
Case35,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-05 17:34:27,25,0,2012-01-05 17:34:27
Case36,Grinding Rework,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-05 18:49:32,25,0,2012-01-05 18:49:32
Case13,Stress Relief,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-05 18:58:21,25,0,2012-01-05 18:58:21
Case28,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-05 18:58:57,25,0,2012-01-05 18:58:57
Case18,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-05 19:13:51,25,0,2012-01-05 19:13:51
Case20,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-05 19:21:58,25,0,2012-01-05 19:21:58
Case29,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-05 20:04:50,24,0,2012-01-05 20:04:50
Case37,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 20:09:12,24,0,2012-01-05 20:09:12
Case38,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-05 20:30:44,24,0,2012-01-05 20:30:44
Case7,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-05 23:14:17,24,0,2012-01-05 23:14:17
Case40,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-05 23:23:10,24,0,2012-01-05 23:23:10
Case11,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-05 23:26:42,24,0,2012-01-05 23:26:42
Case33,Grinding Rework,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-06 00:23:07,24,0,2012-01-06 00:23:07
Case41,Stress Relief,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-06 00:35:36,24,0,2012-01-06 00:35:36
Case42,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-06 01:06:05,24,0,2012-01-06 01:06:05
Case21,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-06 01:35:34,24,0,2012-01-06 01:35:34
Case23,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-06 02:51:17,24,0,2012-01-06 02:51:17
Case34,Turning,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-06 03:21:37,24,0,2012-01-06 03:21:37
Case44,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-06 03:25:24,24,0,2012-01-06 03:25:24
Case24,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-06 03:26:48,23,0,2012-01-06 03:26:48
Case25,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-06 04:24:33,23,0,2012-01-06 04:24:33
Case16,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-06 05:42:59,23,0,2012-01-06 05:42:59
Case26,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-06 07:26:23,22,0,2012-01-06 07:26:23
Case35,Nitration Q.C.,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-06 08:04:16,22,0,2012-01-06 08:04:16
Case8,Turning Q.C.,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-06 08:30:42,22,0,2012-01-06 08:30:42
Case36,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-06 09:19:48,22,0,2012-01-06 09:19:48
Case13,Turning & Milling,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-06 09:30:06,22,0,2012-01-06 09:30:06
Case28,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-06 10:21:32,22,0,2012-01-06 10:21:32
Case37,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-06 10:49:02,22,0,2012-01-06 10:49:02
Case18,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-06 10:49:25,22,0,2012-01-06 10:49:25
Case29,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-06 11:04:05,22,0,2012-01-06 11:04:05
Case38,Grinding Rework,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-06 11:10:20,22,0,2012-01-06 11:10:20
Case40,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-06 14:08:58,22,0,2012-01-06 14:08:58
Case7,Turning & Milling,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-06 14:53:19,22,0,2012-01-06 14:53:19
Case41,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-06 15:41:38,22,0,2012-01-06 15:41:38
Case11,Turn & Mill. & Screw Assem,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-06 15:55:08,22,0,2012-01-06 15:55:08
Case42,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-06 16:18:09,22,0,2012-01-06 16:18:09
Case33,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-06 16:19:01,22,0,2012-01-06 16:19:01
Case21,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-06 18:23:33,22,0,2012-01-06 18:23:33
Case34,Turning Q.C.,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-06 18:56:30,22,0,2012-01-06 18:56:30
Case23,Turning & Milling,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-06 19:11:03,22,0,2012-01-06 19:11:03
Case24,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-06 19:47:27,22,0,2012-01-06 19:47:27
Case25,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-06 21:03:51,22,0,2012-01-06 21:03:51
Case26,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-06 23:54:35,22,0,2012-01-06 23:54:35
Case35,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-06 23:55:42,22,0,2012-01-06 23:55:42
Case13,Turning Q.C.,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-07 00:54:00,22,0,2012-01-07 00:54:00
Case36,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-07 01:11:31,22,0,2012-01-07 01:11:31
Case8,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-07 01:12:09,22,0,2012-01-07 01:12:09
Case37,Turning Rework,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-07 02:50:31,22,0,2012-01-07 02:50:31
Case28,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-07 02:58:22,22,0,2012-01-07 02:58:22
Case29,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-07 03:08:03,22,0,2012-01-07 03:08:03
Case38,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-07 03:10:38,22,0,2012-01-07 03:10:38
Case18,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-07 03:18:59,22,0,2012-01-07 03:18:59
Case40,Grinding Rework,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-07 06:10:37,21,0,2012-01-07 06:10:37
Case7,Turning Q.C.,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-07 07:30:36,21,0,2012-01-07 07:30:36
Case41,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-07 08:07:02,21,0,2012-01-07 08:07:02
Case42,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-07 08:48:34,21,0,2012-01-07 08:48:34
Case11,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-07 09:12:21,21,0,2012-01-07 09:12:21
Case33,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-07 09:15:17,21,0,2012-01-07 09:15:17
Case34,Turning,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-07 11:37:42,21,0,2012-01-07 11:37:42
Case21,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-07 11:53:40,21,0,2012-01-07 11:53:40
Case23,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-07 12:22:08,20,0,2012-01-07 12:22:08
Case24,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-07 12:55:24,20,0,2012-01-07 12:55:24
Case25,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-07 14:42:08,20,0,2012-01-07 14:42:08
Case35,Turning & Milling,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-07 16:53:29,20,0,2012-01-07 16:53:29
Case13,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-07 17:04:27,20,0,2012-01-07 17:04:27
Case26,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-07 17:12:24,20,0,2012-01-07 17:12:24
Case36,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-07 17:59:35,20,0,2012-01-07 17:59:35
Case8,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-07 18:30:41,20,0,2012-01-07 18:30:41
Case37,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-07 19:50:02,20,0,2012-01-07 19:50:02
Case29,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-07 19:59:34,20,0,2012-01-07 19:59:34
Case38,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-07 20:05:26,20,0,2012-01-07 20:05:26
Case28,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-07 20:25:07,20,0,2012-01-07 20:25:07
Case40,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-07 23:05:54,20,0,2012-01-07 23:05:54
Case7,Turning & Milling,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-08 00:44:29,19,0,2012-01-08 00:44:29
Case41,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-08 01:24:25,19,0,2012-01-08 01:24:25
Case42,Nitration Q.C.,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-08 02:14:17,19,0,2012-01-08 02:14:17
Case33,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-08 03:02:13,19,0,2012-01-08 03:02:13
Case11,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-08 03:02:29,18,0,2012-01-08 03:02:29
Case34,Turning Q.C.,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-08 05:07:53,18,0,2012-01-08 05:07:53
Case23,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-08 06:09:59,18,0,2012-01-08 06:09:59
Case24,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-08 06:39:14,18,0,2012-01-08 06:39:14
Case25,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-08 08:58:54,18,0,2012-01-08 08:58:54
Case13,Stress Relief,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-08 09:47:36,17,0,2012-01-08 09:47:36
Case35,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-08 10:45:44,17,0,2012-01-08 10:45:44
Case26,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-08 11:11:35,17,0,2012-01-08 11:11:35
Case36,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-08 11:44:31,17,0,2012-01-08 11:44:31
Case8,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-08 12:14:46,17,0,2012-01-08 12:14:46
Case29,Grinding Rework,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-08 13:30:59,17,0,2012-01-08 13:30:59
Case37,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-08 13:47:13,17,0,2012-01-08 13:47:13
Case38,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-08 13:56:55,17,0,2012-01-08 13:56:55
Case28,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-08 14:29:13,17,0,2012-01-08 14:29:13
Case7,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-08 18:27:45,17,0,2012-01-08 18:27:45
Case41,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-08 19:27:34,17,0,2012-01-08 19:27:34
Case42,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-08 20:24:51,17,0,2012-01-08 20:24:51
Case11,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-08 21:11:28,17,0,2012-01-08 21:11:28
Case34,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-08 23:16:16,17,0,2012-01-08 23:16:16
Case23,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-09 00:19:10,17,0,2012-01-09 00:19:10
Case24,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-09 00:41:57,17,0,2012-01-09 00:41:57
Case13,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-09 03:05:45,16,0,2012-01-09 03:05:45
Case35,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-09 05:14:53,16,0,2012-01-09 05:14:53
Case26,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-09 05:25:20,16,0,2012-01-09 05:25:20
Case36,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-09 06:13:59,16,0,2012-01-09 06:13:59
Case8,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-09 06:22:57,16,0,2012-01-09 06:22:57
Case29,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-09 07:28:15,16,0,2012-01-09 07:28:15
Case37,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-09 08:23:22,15,0,2012-01-09 08:23:22
Case38,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-09 08:33:21,15,0,2012-01-09 08:33:21
Case28,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-09 08:59:15,15,0,2012-01-09 08:59:15
Case7,Turning Rework,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-09 12:59:00,15,0,2012-01-09 12:59:00
Case41,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-09 14:32:05,15,0,2012-01-09 14:32:05
Case42,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-09 15:37:36,15,0,2012-01-09 15:37:36
Case11,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-09 15:58:40,15,0,2012-01-09 15:58:40
Case34,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-09 18:15:35,15,0,2012-01-09 18:15:35
Case23,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-09 19:17:36,15,0,2012-01-09 19:17:36
Case13,Grinding Rework,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-09 21:18:13,15,0,2012-01-09 21:18:13
Case26,Grinding Rework,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-10 00:17:50,15,0,2012-01-10 00:17:50
Case35,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-10 00:35:59,15,0,2012-01-10 00:35:59
Case8,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-10 01:18:07,14,0,2012-01-10 01:18:07
Case36,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-10 01:36:39,14,0,2012-01-10 01:36:39
Case37,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-10 03:50:32,14,0,2012-01-10 03:50:32
Case38,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-10 03:59:17,14,0,2012-01-10 03:59:17
Case28,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-10 04:08:34,14,0,2012-01-10 04:08:34
Case7,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-10 08:14:19,14,0,2012-01-10 08:14:19
Case41,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-10 10:26:02,14,0,2012-01-10 10:26:02
Case11,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-10 11:24:52,14,0,2012-01-10 11:24:52
Case42,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-10 11:39:43,14,0,2012-01-10 11:39:43
Case34,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-10 14:01:14,14,0,2012-01-10 14:01:14
Case23,Nitration Q.C.,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-10 14:38:03,14,0,2012-01-10 14:38:03
Case13,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-10 16:01:04,14,0,2012-01-10 16:01:04
Case26,Fix,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-10 19:10:51,14,0,2012-01-10 19:10:51
Case8,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-10 20:06:46,14,0,2012-01-10 20:06:46
Case36,Grinding Rework,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-10 20:53:03,14,0,2012-01-10 20:53:03
Case28,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-10 23:08:28,14,0,2012-01-10 23:08:28
Case37,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-10 23:14:20,13,0,2012-01-10 23:14:20
Case38,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-10 23:22:03,13,0,2012-01-10 23:22:03
Case7,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-11 03:24:54,13,0,2012-01-11 03:24:54
Case41,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-11 06:14:37,13,0,2012-01-11 06:14:37
Case11,Nitration Q.C.,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-11 06:40:39,13,0,2012-01-11 06:40:39
Case42,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-11 07:37:02,13,0,2012-01-11 07:37:02
Case34,Final Inspection,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-11 09:44:31,13,0,2012-01-11 09:44:31
Case23,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-11 09:46:08,12,0,2012-01-11 09:46:08
Case13,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-11 10:43:37,12,0,2012-01-11 10:43:37
Case26,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-11 14:01:02,11,0,2012-01-11 14:01:02
Case8,Round Grinding,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-11 14:46:16,11,0,2012-01-11 14:46:16
Case36,Packing,res_a23de9ec-ed4b-40f3-bbf5-c9f0985d3ab6,Role 2,2012-01-11 16:03:27,11,0,2012-01-11 16:03:27
Case37,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-11 18:30:58,11,0,2012-01-11 18:30:58
Case38,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-11 18:33:04,11,0,2012-01-11 18:33:04
Case7,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-11 22:42:46,11,0,2012-01-11 22:42:46
Case11,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-12 02:03:23,11,0,2012-01-12 02:03:23
Case41,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-12 02:18:22,11,0,2012-01-12 02:18:22
Case42,Final Inspection,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-12 03:47:49,11,0,2012-01-12 03:47:49
Case23,Turning & Milling,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-12 05:09:30,10,0,2012-01-12 05:09:30
Case26,Turning & Milling,res_f51ca602-89ef-48d4-86e7-605b47390e39,Role 1,2012-01-12 09:00:23,10,0,2012-01-12 09:00:23
Case8,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-12 09:21:42,10,0,2012-01-12 09:21:42
Case36,Final Inspection,res_48c69a5f-03d2-41e0-a484-cfc1bd7c180c,Role 1,2012-01-12 11:25:42,10,0,2012-01-12 11:25:42
Case38,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-12 13:54:36,9,0,2012-01-12 13:54:36
Case37,Flat Grinding,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-12 13:57:14,9,0,2012-01-12 13:57:14
Case7,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-12 18:10:32,9,0,2012-01-12 18:10:32
Case11,Final Inspection Q.C.,res_03ebc20b-61d2-4954-b915-e4c29ec4fb7c,Role 3,2012-01-12 20:59:56,9,0,2012-01-12 20:59:56
Case41,Packing,res_e3586c1b-5a5c-4a12-9109-8c0f2963e3db,Role 2,2012-01-12 22:01:53,9,0,2012-01-12 22:01:53
Case23,Lapping,res_8db1c604-1359-4e3f-8a69-22e42c9694b7,Role 8,2012-01-13 00:14:11,9,0,2012-01-13 00:14:11
Case8,Turning & Milling Q.C.,res_6aa7bdbb-6c30-46f3-8394-149218c3309e,Role 6,2012-01-13 03:32:06,9,0,2012-01-13 03:32:06
Case26,Grinding Rework,res_eb796550-ce37-4bc9-be26-807816ae3dd2,Role 1,2012-01-13 03:39:32,8,0,2012-01-13 03:39:32
Case38,Laser Marking,res_e1675b9f-3ce2-46ea-a41d-e02790562cb1,Role 7,2012-01-13 08:49:31,8,0,2012-01-13 08:49:31
