caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case137,Cancelar Solicitud,res_7d1f53d4-b867-4dd1-ba77-a8d0f5bbe58a,Role 1,2016-02-14 13:42:06,61,0,2016-02-14 13:41:19
Case143,Radicar Solicitud Homologacion,res_7d1f53d4-b867-4dd1-ba77-a8d0f5bbe58a,Role 1,2016-02-14 13:43:20,61,0,2016-02-14 13:35:03
Case123,Homologacion por grupo de cursos,res_790d4b8d-598e-4766-a4ba-5ab56682fb71,Role 1,2016-02-14 13:46:22,61,0,2016-02-14 13:46:03
Case116,Radicar Solicitud Homologacion,res_191ce584-cf81-4a70-a31d-77454216426b,Role 1,2016-02-14 13:48:26,61,0,2016-02-14 13:48:03
Case144,Traer informacion estudiante - banner,res_0684d02e-a5f0-4dd5-989b-5dc501aa26f5,Role 1,2016-02-14 15:24:37,62,0,2016-02-14 15:24:08
Case144,Radicar Solicitud Homologacion,res_6bef603d-5b71-44ec-8617-417beb299efa,Role 1,2016-02-14 15:33:04,62,0,2016-02-14 15:24:48
Case145,Traer informacion estudiante - banner,res_0371653c-ad46-4995-b9ef-c212dba705c7,Role 1,2016-02-14 16:47:35,63,0,2016-02-14 16:47:06
Case145,Radicar Solicitud Homologacion,res_be983611-e3d5-4d44-9af1-deb8e94a376e,Role 1,2016-02-14 16:56:01,63,0,2016-02-14 16:47:46
Case139,Homologacion por grupo de cursos,res_be983611-e3d5-4d44-9af1-deb8e94a376e,Role 1,2016-02-14 16:56:10,63,0,2016-02-14 16:49:28
Case132,Cancelar Solicitud,res_85f3035d-83f4-4310-a247-d300ab9ea0e8,Role 1,2016-02-14 17:17:38,63,0,2016-02-14 17:16:17
Case146,Traer informacion estudiante - banner,res_69fdb037-abca-4844-9cd2-3fa2d83dd21f,Role 1,2016-02-14 17:56:07,64,0,2016-02-14 17:55:39
Case117,Evaluacion curso,res_ba2c72c7-a062-4893-be93-bcc378946c98,Role 1,2016-02-14 17:58:22,64,0,2016-02-14 17:58:10
Case146,Radicar Solicitud Homologacion,res_ba2c72c7-a062-4893-be93-bcc378946c98,Role 1,2016-02-14 18:04:32,64,0,2016-02-14 17:56:18
Case126,Visto Bueno Cierre Proceso,res_5ae16497-d1b0-4854-8be9-e3d37d6620c6,Role 1,2016-02-14 18:54:23,64,0,2016-02-14 18:54:12
Case136,Validar solicitud,res_5ae16497-d1b0-4854-8be9-e3d37d6620c6,Role 1,2016-02-14 19:11:42,64,1,2016-02-14 18:51:42
Case140,Validar solicitud,res_5ae16497-d1b0-4854-8be9-e3d37d6620c6,Role 1,2016-02-14 19:15:58,64,0,2016-02-14 18:32:05
Case133,Cancelar Solicitud,res_454037df-d2aa-4d45-9913-0a30974fade5,Role 1,2016-02-14 19:44:58,63,0,2016-02-14 19:43:47
Case147,Traer informacion estudiante - banner,res_b4c1948b-c08c-4403-8ab5-dc3f3fd2c06a,Role 1,2016-02-14 20:44:57,64,0,2016-02-14 20:44:29
Case147,Radicar Solicitud Homologacion,res_18439388-36c1-4ccb-b248-38d8edce9b30,Role 1,2016-02-14 20:53:21,64,0,2016-02-14 20:45:08
Case148,Traer informacion estudiante - banner,res_0684d02e-a5f0-4dd5-989b-5dc501aa26f5,Role 1,2016-02-14 21:57:04,65,0,2016-02-14 21:56:36
Case148,Radicar Solicitud Homologacion,res_cd0c3a05-fa69-4f98-9b3f-628e6c0347a1,Role 1,2016-02-14 22:05:27,65,0,2016-02-14 21:57:15
Case134,Cancelar Solicitud,res_afe69942-3edc-40d3-8bb6-ff28d488ce17,Role 1,2016-02-14 22:55:56,65,0,2016-02-14 22:54:59
Case141,Validar solicitud,res_cfa01f29-f7f1-421e-936f-6c7064cd5af4,Role 1,2016-02-14 23:24:23,65,0,2016-02-14 22:41:18
Case142,Validar solicitud,res_cfa01f29-f7f1-421e-936f-6c7064cd5af4,Role 1,2016-02-14 23:59:05,65,1,2016-02-14 23:07:20
Case149,Traer informacion estudiante - banner,res_4797247c-b80f-404c-aa84-9e92bc6bb25b,Role 1,2016-02-15 01:12:57,66,0,2016-02-15 01:12:24
Case149,Radicar Solicitud Homologacion,res_06acae2c-49f2-4f0c-92f2-74d64f9bb2a4,Role 1,2016-02-15 01:18:52,66,0,2016-02-15 01:13:08
Case123,Revisar curso,res_a8c608d0-2938-4b1d-844f-3dc698780c37,Role 1,2016-02-15 01:25:17,66,0,2016-02-15 01:24:36
Case149,Validar solicitud,res_a85fcc5a-d5c8-454a-841f-822a1e7889ac,Role 1,2016-02-15 01:51:53,66,0,2016-02-15 01:19:03
Case143,Cancelar Solicitud,res_3a7851ba-7f5b-4688-8e2c-910d48c4d29f,Role 1,2016-02-15 01:55:48,66,0,2016-02-15 01:55:16
Case116,Cancelar Solicitud,res_16817aee-fb90-4322-a291-2474df63a2b3,Role 1,2016-02-15 02:05:42,66,0,2016-02-15 02:05:18
Case144,Validar solicitud,res_16817aee-fb90-4322-a291-2474df63a2b3,Role 1,2016-02-15 02:41:04,66,1,2016-02-15 01:51:12
Case135,Cancelar Solicitud,res_d5ba3eae-1944-4a60-83e3-b74aa24b90c3,Role 1,2016-02-15 03:31:12,66,0,2016-02-15 03:30:23
Case77,Validacion final,res_29ecae31-35da-4a59-b08d-19aab14afc86,Role 1,2016-02-15 03:59:27,66,0,2016-02-15 03:58:52
Case150,Traer informacion estudiante - banner,res_5ae16497-d1b0-4854-8be9-e3d37d6620c6,Role 1,2016-02-15 04:29:35,67,0,2016-02-15 04:29:03
Case150,Radicar Solicitud Homologacion,res_dca9cfb9-7b9c-4edb-acff-19afa774957d,Role 1,2016-02-15 04:35:37,67,0,2016-02-15 04:29:46
Case145,Cancelar Solicitud,res_ea8d8cf4-54db-4676-a8b1-687791aab098,Role 1,2016-02-15 05:06:54,67,0,2016-02-15 05:06:50
Case150,Validar solicitud,res_ea8d8cf4-54db-4676-a8b1-687791aab098,Role 1,2016-02-15 05:08:03,67,0,2016-02-15 04:35:48
Case117,Validacion final,res_8add3aed-ccc6-4d54-b55f-cd6273eb37c3,Role 1,2016-02-15 06:05:38,66,0,2016-02-15 06:05:08
Case146,Cancelar Solicitud,res_f332414d-38bc-45fc-941c-672e6c6d31a9,Role 1,2016-02-15 06:14:22,66,0,2016-02-15 06:14:22
Case151,Traer informacion estudiante - banner,res_ac4b7f33-55c7-4ed1-9c3e-62d71de2665b,Role 1,2016-02-15 06:26:21,67,0,2016-02-15 06:25:50
Case151,Radicar Solicitud Homologacion,res_6ac178b6-dbd3-4a9d-a5c9-67d2acf19226,Role 1,2016-02-15 06:32:24,67,0,2016-02-15 06:26:32
Case149,Homologacion por grupo de cursos,res_2f5f3ee1-330c-4bb7-94ee-fa7f6e2e7676,Role 1,2016-02-15 06:35:05,67,0,2016-02-15 06:27:11
Case151,Validar solicitud,res_2f5f3ee1-330c-4bb7-94ee-fa7f6e2e7676,Role 1,2016-02-15 07:04:31,67,0,2016-02-15 06:32:35
Case152,Traer informacion estudiante - banner,res_819ab9d8-c33f-48b5-a35f-ef4501a10c5e,Role 1,2016-02-15 08:27:20,67,0,2016-02-15 08:26:50
Case152,Radicar Solicitud Homologacion,res_d5ba3eae-1944-4a60-83e3-b74aa24b90c3,Role 1,2016-02-15 08:33:23,67,0,2016-02-15 08:27:31
Case153,Traer informacion estudiante - banner,res_6e95e82e-33b8-436c-99ec-0ee23f34c33a,Role 1,2016-02-15 08:46:39,68,0,2016-02-15 08:46:08
Case153,Radicar Solicitud Homologacion,res_855437c5-a5f8-42e4-a07b-6c8c34987790,Role 1,2016-02-15 08:52:46,68,0,2016-02-15 08:46:50
Case153,Homologacion por grupo de cursos,res_8c1a4dd8-0dac-4cac-84e4-eb54e15900b9,Role 1,2016-02-15 09:01:24,68,0,2016-02-15 08:52:57
Case147,Cancelar Solicitud,res_444637cf-24f6-4ebe-a06e-b2dc757e73d3,Role 1,2016-02-15 09:03:11,68,0,2016-02-15 09:03:11
Case152,Cancelar Solicitud,res_a8c608d0-2938-4b1d-844f-3dc698780c37,Role 1,2016-02-15 09:18:38,68,0,2016-02-15 09:15:42
Case150,Homologacion por grupo de cursos,res_669603e0-ef09-43ce-a46c-7898b64d574b,Role 1,2016-02-15 09:54:17,67,0,2016-02-15 09:47:00
Case148,Cancelar Solicitud,res_d6f3b255-8de9-4f86-b2f6-7d23b7cbaf97,Role 1,2016-02-15 10:14:53,66,0,2016-02-15 10:14:53
Case154,Traer informacion estudiante - banner,res_15df2855-c3cd-485f-a668-62d45a9e80b2,Role 1,2016-02-15 11:06:03,66,0,2016-02-15 11:05:34
Case154,Radicar Solicitud Homologacion,res_b36e2b4f-1ea3-4019-9950-34d6adb6d6e3,Role 1,2016-02-15 11:12:04,66,0,2016-02-15 11:06:14
Case130,Homologacion por grupo de cursos,res_1aaa1e8b-129f-452d-a172-cfa54b57a72f,Role 1,2016-02-15 11:19:56,66,0,2016-02-15 11:19:03
Case151,Homologacion por grupo de cursos,res_e9a157fb-c4fc-45e6-8499-436941e4e9be,Role 1,2016-02-15 11:51:10,65,0,2016-02-15 11:44:24
Case154,Cancelar Solicitud,res_b0e14498-6b2f-47fc-86cd-b8d47132fac9,Role 1,2016-02-15 11:55:18,64,0,2016-02-15 11:53:00
Case138,Homologacion por grupo de cursos,res_79da00c0-cd4c-47fe-8e0c-f6965478903c,Role 1,2016-02-15 12:38:44,63,0,2016-02-15 12:34:01
Case136,Homologacion por grupo de cursos,res_25abebfe-c4b4-47ac-99c4-4f5756813052,Role 1,2016-02-15 13:02:59,63,0,2016-02-15 13:00:29
Case123,Evaluacion curso,res_e9a157fb-c4fc-45e6-8499-436941e4e9be,Role 1,2016-02-15 13:31:44,62,0,2016-02-15 13:30:59
Case116,Notificacion estudiante cancelacion soli,res_fd1af010-cc98-4c9e-8b8c-f1313ac2b5e9,Role 1,2016-02-15 13:35:21,62,0,2016-02-15 13:35:00
Case153,Revisar curso,res_fd1af010-cc98-4c9e-8b8c-f1313ac2b5e9,Role 1,2016-02-15 13:52:32,62,0,2016-02-15 13:29:41
Case155,Traer informacion estudiante - banner,res_4860cb03-a33a-4df4-a219-e31bae9a47ad,Role 1,2016-02-15 13:58:38,62,0,2016-02-15 13:58:10
Case155,Radicar Solicitud Homologacion,res_f6fae571-bfd1-449a-aade-8973fc55d0d9,Role 1,2016-02-15 14:04:28,62,0,2016-02-15 13:58:49
Case155,Cancelar Solicitud,res_6ac178b6-dbd3-4a9d-a5c9-67d2acf19226,Role 1,2016-02-15 14:41:59,62,0,2016-02-15 14:40:11
Case131,Notificacion estudiante cancelacion soli,res_5ca8a9cd-6f9f-4c6e-a641-3367161c36b1,Role 1,2016-02-15 14:46:59,62,0,2016-02-15 14:46:42
Case139,Revisar curso,res_e6ebf83c-02e7-4e96-9aaf-50871febe606,Role 1,2016-02-15 15:26:51,61,0,2016-02-15 15:12:56
Case156,Validar solicitud,res_aaf0b121-5961-49df-99a2-07c93327016f,Role 1,2016-02-15 15:46:45,62,0,2016-02-15 15:46:25
Case156,Homologacion por grupo de cursos,res_150ac6f0-4429-42fd-bff1-3f68eb5d33d5,Role 1,2016-02-15 15:48:36,62,0,2016-02-15 15:46:56
Case156,Revisar curso,res_c9c9e672-70d7-498f-9b71-0bcf6fa963e5,Role 1,2016-02-15 15:56:20,62,0,2016-02-15 15:48:47
Case157,Traer informacion estudiante - banner,res_a1067d3b-edbb-42c8-8835-3788b4edacda,Role 1,2016-02-15 16:56:38,63,0,2016-02-15 16:56:11
Case157,Radicar Solicitud Homologacion,res_15bb4848-2754-4ae5-8cf4-77f59f8ad0de,Role 1,2016-02-15 17:02:33,63,0,2016-02-15 16:56:49
Case83,Visto Bueno Cierre Proceso,res_e8221072-d14c-4b77-b7a7-ce7337a1ab80,Role 1,2016-02-15 17:03:35,63,0,2016-02-15 17:03:18
Case157,Validar solicitud,res_e8221072-d14c-4b77-b7a7-ce7337a1ab80,Role 1,2016-02-15 17:30:56,63,0,2016-02-15 17:02:44
Case137,Notificacion estudiante cancelacion soli,res_a376dfa3-f9f9-49c9-bf44-5b206f5e9cad,Role 1,2016-02-15 17:41:08,62,0,2016-02-15 17:41:08
Case117,Visto Bueno Cierre Proceso,res_8474745f-1a8a-4c1e-bf2e-5ff639ee3e89,Role 1,2016-02-15 17:43:57,61,0,2016-02-15 17:43:29
Case158,Traer informacion estudiante - banner,res_f7d4e720-82e6-44d4-9783-dbe6c64767ed,Role 1,2016-02-15 17:50:20,61,0,2016-02-15 17:49:53
Case158,Validar solicitud,res_4d18362e-f7e7-4022-8e6f-36a585c5c4f6,Role 1,2016-02-15 18:08:30,61,0,2016-02-15 17:50:31
Case140,Homologacion por grupo de cursos,res_8e16903d-998f-4079-ad73-2d6de7cc4397,Role 1,2016-02-15 18:25:16,61,0,2016-02-15 18:20:36
Case144,Homologacion por grupo de cursos,res_aed0523e-a12d-479f-b3ee-a5e2eecc1b9a,Role 1,2016-02-15 18:51:17,61,0,2016-02-15 18:45:35
Case158,Cancelar Solicitud,res_669603e0-ef09-43ce-a46c-7898b64d574b,Role 1,2016-02-15 19:01:16,61,0,2016-02-15 19:00:23
Case159,Traer informacion estudiante - banner,res_e9d1bc29-981c-4f56-af1f-045ad6d1851a,Role 1,2016-02-15 19:02:17,62,0,2016-02-15 19:01:50
Case159,Radicar Solicitud Homologacion,res_b6092775-aea3-4cac-802a-4fd2588deba1,Role 1,2016-02-15 19:08:11,62,0,2016-02-15 19:02:28
Case159,Validar solicitud,res_5cc79f07-7e66-42ab-accd-37559d05c4f9,Role 1,2016-02-15 19:36:03,62,0,2016-02-15 19:08:22
Case135,Validar solicitud,res_150ac6f0-4429-42fd-bff1-3f68eb5d33d5,Role 1,2016-02-15 19:55:57,62,0,2016-02-15 19:55:12
Case160,Traer informacion estudiante - banner,res_86ea510a-af4a-4c81-8974-f2fac162f322,Role 1,2016-02-15 20:07:53,63,0,2016-02-15 20:07:26
Case160,Radicar Solicitud Homologacion,res_3575b2d4-0084-4935-be4e-83ee456993a0,Role 1,2016-02-15 20:13:50,63,0,2016-02-15 20:08:04
Case155,Notificacion estudiante cancelacion soli,res_b28e9e34-e106-4868-929b-498a361ebcee,Role 1,2016-02-15 20:24:33,63,0,2016-02-15 20:24:33
Case160,Validar solicitud,res_b28e9e34-e106-4868-929b-498a361ebcee,Role 1,2016-02-15 20:41:58,63,0,2016-02-15 20:14:01
Case132,Notificacion estudiante cancelacion soli,res_e58cd977-acbe-47ec-a2e9-c73d862034d9,Role 1,2016-02-15 20:46:08,62,0,2016-02-15 20:45:58
Case156,Homologacion por grupo de cursos,res_9a58944d-9399-4d52-a6d1-c460da43b4b5,Role 1,2016-02-15 20:52:06,61,0,2016-02-15 20:50:27
Case143,Notificacion estudiante cancelacion soli,res_292df09c-93d8-4846-9b23-52800f6e852d,Role 1,2016-02-15 21:15:01,61,0,2016-02-15 21:15:01
Case153,Evaluacion curso,res_c85f008d-85c3-41b9-8e07-a855af062b3a,Role 1,2016-02-15 21:23:54,60,0,2016-02-15 21:19:04
Case157,Homologacion por grupo de cursos,res_d5999c74-e647-479f-80fb-4b93798eea66,Role 1,2016-02-15 21:55:35,60,0,2016-02-15 21:50:32
Case161,Traer informacion estudiante - banner,res_393c616c-801b-41ea-99c4-aac00be3ffd9,Role 1,2016-02-15 22:01:18,61,0,2016-02-15 22:00:52
Case161,Radicar Solicitud Homologacion,res_3e505959-00ec-4429-ac46-fc7a0c8207dc,Role 1,2016-02-15 22:07:13,61,0,2016-02-15 22:01:29
Case141,Homologacion por grupo de cursos,res_15bb4848-2754-4ae5-8cf4-77f59f8ad0de,Role 1,2016-02-15 22:34:22,61,0,2016-02-15 22:29:33
Case161,Validar solicitud,res_15bb4848-2754-4ae5-8cf4-77f59f8ad0de,Role 1,2016-02-15 22:34:36,61,0,2016-02-15 22:07:24
Case77,Visto Bueno Cierre Proceso,res_931ef8c3-1cbe-4d39-b7d5-64d2786cffbd,Role 1,2016-02-15 22:45:49,60,0,2016-02-15 22:45:19
Case162,Cancelar Solicitud,res_1b3c59da-2ae7-4823-a0c8-7328a7a7015e,Role 1,2016-02-15 22:52:54,61,0,2016-02-15 22:52:35
Case162,Notificacion estudiante cancelacion soli,res_6717bcb6-7855-4c17-90ee-c2919c66598b,Role 1,2016-02-15 22:55:51,61,0,2016-02-15 22:53:05
Case142,Homologacion por grupo de cursos,res_1f50a539-d8b5-4c70-b31b-287f974ada07,Role 1,2016-02-15 23:09:02,60,0,2016-02-15 23:04:14
Case133,Notificacion estudiante cancelacion soli,res_fda5f9fe-9dcf-4b43-91f3-2ab703eeba0a,Role 1,2016-02-15 23:18:23,60,0,2016-02-15 23:18:23
Case146,Validar solicitud,res_90822cbf-d2d6-4904-8d8b-af00608579c5,Role 1,2016-02-16 00:11:34,60,0,2016-02-15 23:57:58
Case163,Traer informacion estudiante - banner,res_9bdfcdfd-dab4-4f10-85e4-4b046d3b401a,Role 1,2016-02-16 00:32:51,61,0,2016-02-16 00:32:11
Case159,Notificacion estudiante cancelacion soli,res_27c64051-d118-46c2-8983-a1a4bf3b6e81,Role 1,2016-02-16 00:38:20,61,0,2016-02-16 00:36:58
Case163,Radicar Solicitud Homologacion,res_27c64051-d118-46c2-8983-a1a4bf3b6e81,Role 1,2016-02-16 00:41:34,61,0,2016-02-16 00:33:02
Case135,Traer informacion estudiante - banner,res_2fcadd1c-bdea-4071-bef8-b3e0fc1b53f3,Role 1,2016-02-16 01:35:04,60,0,2016-02-16 01:34:21
Case160,Cancelar Solicitud,res_0b8035c4-42a7-412e-9a28-f00e11c98628,Role 1,2016-02-16 01:44:21,60,0,2016-02-16 01:42:40
Case158,Notificacion estudiante cancelacion soli,res_3592001c-4802-4a86-9045-bbd6c676bcb2,Role 1,2016-02-16 01:48:37,60,0,2016-02-16 01:48:37
Case134,Notificacion estudiante cancelacion soli,res_8b5607cc-0d57-4617-a0c2-d0a83efdcf7d,Role 1,2016-02-16 02:20:10,59,0,2016-02-16 02:20:10
Case164,Traer informacion estudiante - banner,res_7e8ab9ae-371f-4122-9b2c-b3ddbe926e33,Role 1,2016-02-16 02:27:13,59,0,2016-02-16 02:26:35
Case164,Radicar Solicitud Homologacion,res_84deb310-2d2f-4565-9f9f-ddb0cedc39f0,Role 1,2016-02-16 02:35:36,59,0,2016-02-16 02:27:24
Case161,Homologacion por grupo de cursos,res_5ca8a9cd-6f9f-4c6e-a641-3367161c36b1,Role 1,2016-02-16 02:54:42,59,0,2016-02-16 02:44:28
Case165,Traer informacion estudiante - banner,res_fd1af010-cc98-4c9e-8b8c-f1313ac2b5e9,Role 1,2016-02-16 04:19:14,60,0,2016-02-16 04:18:37
Case165,Radicar Solicitud Homologacion,res_b4c1948b-c08c-4403-8ab5-dc3f3fd2c06a,Role 1,2016-02-16 04:27:34,60,0,2016-02-16 04:19:25
Case147,Notificacion estudiante cancelacion soli,res_27bbed55-32a2-4224-8d99-0d2f78a0e82e,Role 1,2016-02-16 04:27:37,60,0,2016-02-16 04:27:37
Case77,Transferir Creditos,res_f1f2ff1c-c911-4cde-b810-f2f8a0dbb7fd,Role 1,2016-02-16 04:51:26,59,0,2016-02-16 04:50:32
Case135,Radicar Solicitud Homologacion,res_f1f2ff1c-c911-4cde-b810-f2f8a0dbb7fd,Role 1,2016-02-16 04:51:33,59,0,2016-02-16 04:50:26
Case157,Revisar curso,res_f1f2ff1c-c911-4cde-b810-f2f8a0dbb7fd,Role 1,2016-02-16 05:00:25,59,0,2016-02-16 04:49:31
Case156,Revisar curso,res_69fdb037-abca-4844-9cd2-3fa2d83dd21f,Role 1,2016-02-16 05:50:06,59,0,2016-02-16 05:47:07
Case123,Validacion final,res_046a4bab-9d0c-49b5-ae37-5d6ae5998108,Role 1,2016-02-16 06:29:16,59,0,2016-02-16 06:26:52
Case163,Cancelar Solicitud,res_046a4bab-9d0c-49b5-ae37-5d6ae5998108,Role 1,2016-02-16 06:31:38,59,0,2016-02-16 06:26:46
Case164,Validar solicitud,res_046a4bab-9d0c-49b5-ae37-5d6ae5998108,Role 1,2016-02-16 06:50:31,59,0,2016-02-16 05:52:46
Case166,Traer informacion estudiante - banner,res_d2cafaad-c8e9-4feb-af99-581f1fe65bdc,Role 1,2016-02-16 08:16:16,60,0,2016-02-16 08:15:41
Case166,Radicar Solicitud Homologacion,res_043e7668-7c5c-403e-a5ed-445976fa5713,Role 1,2016-02-16 08:24:22,60,0,2016-02-16 08:16:27
Case167,Traer informacion estudiante - banner,res_b49a8470-fec3-4c28-b862-28176bfdfe11,Role 1,2016-02-16 09:22:43,61,0,2016-02-16 09:22:08
Case167,Radicar Solicitud Homologacion,res_3f943f56-d34f-4439-8a67-0c1e6e717d14,Role 1,2016-02-16 09:30:49,61,0,2016-02-16 09:22:54
Case153,Validar solicitud / pre-homologacion,res_f2b5840b-de52-4272-8fc4-772d5058ff81,Role 1,2016-02-16 09:43:30,61,0,2016-02-16 09:41:01
Case77,Transferir creditos homologables,res_e9d1bc29-981c-4f56-af1f-045ad6d1851a,Role 1,2016-02-16 10:10:41,60,0,2016-02-16 10:09:36
Case165,Cancelar Solicitud,res_e9d1bc29-981c-4f56-af1f-045ad6d1851a,Role 1,2016-02-16 10:12:38,60,0,2016-02-16 10:08:59
Case168,Traer informacion estudiante - banner,res_8474745f-1a8a-4c1e-bf2e-5ff639ee3e89,Role 1,2016-02-16 10:47:14,60,0,2016-02-16 10:46:40
Case168,Radicar Solicitud Homologacion,res_9431d7a7-2cf5-4141-880a-4a973d1f39c3,Role 1,2016-02-16 10:55:14,60,0,2016-02-16 10:47:25
Case160,Validar solicitud,res_09a68053-63c4-42bf-89eb-f4141af0c587,Role 1,2016-02-16 11:06:12,60,0,2016-02-16 10:58:22
Case161,Revisar curso,res_be947ce7-45da-477e-b497-4269de60b6d1,Role 1,2016-02-16 11:17:47,60,0,2016-02-16 11:08:25
Case133,Traer informacion estudiante - banner,res_87b2b08f-3824-44a7-b3cb-223304380843,Role 1,2016-02-16 12:35:22,60,0,2016-02-16 12:35:01
Case144,Revisar curso,res_87b2b08f-3824-44a7-b3cb-223304380843,Role 1,2016-02-16 12:41:03,60,0,2016-02-16 12:32:28
Case166,Validar solicitud,res_87b2b08f-3824-44a7-b3cb-223304380843,Role 1,2016-02-16 12:43:12,60,0,2016-02-16 11:47:02
Case138,Revisar curso,res_54fe200f-8cd7-420f-9638-598318504aa2,Role 1,2016-02-16 13:33:10,60,0,2016-02-16 13:25:19
Case167,Cancelar Solicitud,res_f6932bbe-0837-48aa-8fa0-63a0e8363729,Role 1,2016-02-16 15:19:40,60,0,2016-02-16 15:17:04
Case135,Validar solicitud,res_634f11d0-f9de-46dd-8127-d83c2ae19236,Role 1,2016-02-16 15:58:20,60,0,2016-02-16 15:41:17
Case168,Cancelar Solicitud,res_1d9a089b-c59d-4e4b-a5f2-2d1c0fc97016,Role 1,2016-02-16 16:39:01,60,0,2016-02-16 16:36:39
Case157,Evaluacion curso,res_79da00c0-cd4c-47fe-8e0c-f6965478903c,Role 1,2016-02-16 17:18:06,60,0,2016-02-16 17:14:07
Case139,Evaluacion curso,res_375062e2-b871-4aba-a89d-fb0a57e71283,Role 1,2016-02-16 19:02:31,60,0,2016-02-16 18:58:16
Case140,Revisar curso,res_c3e28129-9782-4d8a-8053-717d244d6769,Role 1,2016-02-16 19:24:52,60,0,2016-02-16 19:15:25
Case133,Radicar Solicitud Homologacion,res_f6519ad1-2a5b-40c6-a329-c58b8780b20a,Role 1,2016-02-16 19:40:37,60,0,2016-02-16 19:39:37
Case169,Traer informacion estudiante - banner,res_2ec551d2-96aa-4c77-864d-414948de6c40,Role 1,2016-02-16 21:09:15,61,0,2016-02-16 21:08:45
Case169,Radicar Solicitud Homologacion,res_6c4a931c-b3b0-488a-beb3-000eb9aa0fcd,Role 1,2016-02-16 21:17:21,61,0,2016-02-16 21:09:26
Case170,Traer informacion estudiante - banner,res_57094481-a9ac-4119-a4d8-b49febebaf4a,Role 1,2016-02-16 21:59:10,62,0,2016-02-16 21:58:40
Case170,Radicar Solicitud Homologacion,res_6d565e5a-208e-4d00-8a7b-2f396dbb13a3,Role 1,2016-02-16 22:07:19,62,0,2016-02-16 21:59:21
Case156,Evaluacion curso,res_0754c9b2-0e4c-47e5-8ed9-d9cde4e3a5da,Role 1,2016-02-16 22:57:22,62,0,2016-02-16 22:55:18
Case146,Homologacion por grupo de cursos,res_63f32678-b59f-4ca6-a5ce-b90719dd2824,Role 1,2016-02-16 23:28:14,62,0,2016-02-16 23:21:01
Case171,Notificacion estudiante cancelacion soli,res_09a68053-63c4-42bf-89eb-f4141af0c587,Role 1,2016-02-17 00:04:26,63,0,2016-02-17 00:04:00
Case142,Revisar curso,res_b7bd9eff-e727-459c-8fec-acf9f629f9ac,Role 1,2016-02-17 00:14:54,62,0,2016-02-17 00:04:55
Case172,Traer informacion estudiante - banner,res_a376dfa3-f9f9-49c9-bf44-5b206f5e9cad,Role 1,2016-02-17 01:21:10,63,0,2016-02-17 01:20:40
Case172,Radicar Solicitud Homologacion,res_5f8c21f9-1783-4e27-9705-2afc0a1d152e,Role 1,2016-02-17 01:27:19,63,0,2016-02-17 01:21:21
Case169,Validar solicitud,res_8fea7846-53aa-4ae7-b5ea-1b9b3b1091e1,Role 1,2016-02-17 01:41:22,62,0,2016-02-17 00:45:38
Case173,Traer informacion estudiante - banner,res_f3f21a12-fd7f-4fca-869a-3a99616c04de,Role 1,2016-02-17 02:34:44,64,0,2016-02-17 02:34:15
Case173,Radicar Solicitud Homologacion,res_15bb4848-2754-4ae5-8cf4-77f59f8ad0de,Role 1,2016-02-17 02:40:51,64,0,2016-02-17 02:34:55
Case170,Validar solicitud,res_15bb4848-2754-4ae5-8cf4-77f59f8ad0de,Role 1,2016-02-17 02:47:01,63,1,2016-02-17 01:41:17
Case164,Homologacion por grupo de cursos,res_3e505959-00ec-4429-ac46-fc7a0c8207dc,Role 1,2016-02-17 03:17:22,64,0,2016-02-17 03:00:17
Case172,Cancelar Solicitud,res_0d9bdb8b-673e-4e60-b71b-a209fff45bb7,Role 1,2016-02-17 03:47:49,63,0,2016-02-17 03:47:49
Case161,Evaluacion curso,res_4cd4b304-7f05-48a0-8eb4-37bf2aa3b9f5,Role 1,2016-02-17 04:21:59,63,0,2016-02-17 04:16:57
Case173,Cancelar Solicitud,res_9f9aa1fc-7f81-4f62-a8b6-f62c4347bb30,Role 1,2016-02-17 05:01:50,63,0,2016-02-17 05:01:50
Case160,Homologacion por grupo de cursos,res_9f9aa1fc-7f81-4f62-a8b6-f62c4347bb30,Role 1,2016-02-17 05:04:50,63,0,2016-02-17 05:00:28
Case174,Traer informacion estudiante - banner,res_1ca157e2-43fd-45ed-8169-606afa463bb2,Role 1,2016-02-17 06:06:08,64,0,2016-02-17 06:05:41
Case174,Validar solicitud,res_6bef603d-5b71-44ec-8617-417beb299efa,Role 1,2016-02-17 06:27:15,64,0,2016-02-17 06:06:19
Case163,Revisar curso,res_6bef603d-5b71-44ec-8617-417beb299efa,Role 1,2016-02-17 06:55:40,64,0,2016-02-17 06:19:51
Case174,Homologacion por grupo de cursos,res_393c616c-801b-41ea-99c4-aac00be3ffd9,Role 1,2016-02-17 07:44:36,64,0,2016-02-17 07:42:25
Case172,Notificacion estudiante cancelacion soli,res_27c64051-d118-46c2-8983-a1a4bf3b6e81,Role 1,2016-02-17 10:29:40,64,0,2016-02-17 10:29:40
Case166,Revisar curso,res_27c64051-d118-46c2-8983-a1a4bf3b6e81,Role 1,2016-02-17 10:41:55,64,0,2016-02-17 09:40:44
Case175,Traer informacion estudiante - banner,res_1f3bd50c-d019-4da1-a943-20f579050653,Role 1,2016-02-17 11:03:04,64,0,2016-02-17 11:02:39
